word,ci_lower,ci_upper,mean,n,gender_bias
able,2.2,3,2.6,10,neither
aboard,2.428571429,3,2.714285714,14,neither
above,2.8,3.4,3.1,10,neither
absolutely,2.285714286,3.357142857,2.857142857,14,neither
accident,2.642857143,3.428571429,3,14,neither
across,2.785714286,3,2.928571429,14,neither
act (part of a play),3,3.384615385,3.153846154,13,f
adopted,3,3.533333333,3.2,15,f
ago,3,3.5,3.2,10,f
adventure,2.384615385,3.153846154,2.769230769,13,neither
afraid,2.857142857,3.285714286,3.071428571,14,neither
after,2.583333333,3,2.833333333,12,neither
afternoon,2.9,3.7,3.3,10,neither
again,2.7,3,2.9,10,neither
against,2.357142857,3.142857143,2.785714286,14,neither
agree,3,3.384615385,3.153846154,13,f
air,3,3.428571429,3.214285714,14,f
ah,2.6,3.6025,3.1,10,neither
ahead,2.785714286,3.214285714,3,14,neither
alice,4.785714286,5,4.928571429,14,f
airplanes,2.5,3.071428571,2.785714286,14,neither
airport,2.428571429,3,2.714285714,14,neither
already,3,3.357142857,3.142857143,14,f
also,3,3,3,10,f
although,3,3.333333333,3.133333333,15,f
alarm,2.647058824,3.117647059,2.882352941,17,neither
am,3,3.214285714,3.071428571,14,f
amazed,3.076923077,3.615384615,3.307692308,13,f
alive,2.866666667,3.466666667,3.133333333,15,neither
all,2.714285714,3.142857143,2.928571429,14,neither
alley,1.916666667,3.166666667,2.583333333,12,neither
amazing,3.230769231,3.923076923,3.538461538,13,f
allowed,2.714285714,3.428571429,3.071428571,14,neither
almost,2.7,3.3,3,10,neither
alone,2.857142857,3.571428571,3.214285714,14,neither
along,2.857142857,3.285714286,3.071428571,14,neither
aloud,2.5,3.142857143,2.785714286,14,neither
alphabet,2.571428571,3.214285714,2.928571429,14,neither
Amelia,4.7,5,4.9,10,f
american,3,3,3,14,f
and,3,3.214285714,3.071428571,14,f
always,2.8,3.6,3.2,15,neither
Angelina,4.823529412,5,4.941176471,17,f
Anna,4.785714286,5,4.928571429,14,f
Annabelle,5,5,5,10,f
amble,2.714285714,3.2875,3,14,neither
ambulance,2.357142857,3.071428571,2.714285714,14,neither
Annie,5,5,5,14,f
answers,3,3.384615385,3.153846154,13,f
among,2.615384615,3,2.846153846,13,neither
antique,3.071428571,3.785714286,3.428571429,14,f
anybody,3,3.384615385,3.153846154,13,f
anymore,3,3.357142857,3.142857143,14,f
anything,3,3.230769231,3.076923077,13,f
anyway,3,3.384615385,3.153846154,13,f
animals,2.357142857,3.142857143,2.785714286,14,neither
ankle,2.916666667,3.75,3.333333333,12,neither
apples,3.142857143,3.642857143,3.357142857,14,f
April,4.5,5,4.785714286,14,f
Arabella,4.066666667,4.866666667,4.466666667,15,f
art,3.071428571,3.7875,3.428571429,14,f
annual,2.692307692,3.307692308,3,13,neither
another,2.7,3.3,3,10,neither
answer,2.8125,3.4390625,3.125,16,neither
answered,2.714285714,3.142857143,2.928571429,14,neither
aunt,4.470588235,5,4.764705882,17,f
babies,3.666666667,4.466666667,4.066666667,15,f
baby,3.731666667,4.4,4.066666667,15,f
anxious,2.928571429,3.714285714,3.285714286,14,neither
any,2.7,3,2.9,10,neither
baker,3.071428571,3.714285714,3.357142857,14,f
bakery,3.357142857,4,3.642857143,14,f
anyone,2.333333333,3.25,2.833333333,12,neither
basket,3.4,4,3.7,10,f
bath,3.266666667,4.266666667,3.8,15,f
anywhere,2.769230769,3,2.923076923,13,neither
apart,2.529411765,3,2.764705882,17,neither
apartment,2.8,3.333333333,3.066666667,15,neither
bathroom,3,3.785714286,3.357142857,14,f
beautiful,4.266666667,4.866666667,4.6,15,f
appeared,2.5,3.285714286,2.928571429,14,neither
apple,2.666666667,3.866666667,3.266666667,15,neither
bedroom,3.076923077,3.769230769,3.384615385,13,f
bedtime,3.230769231,3.923076923,3.538461538,13,f
before,3,3.214285714,3.071428571,14,f
beginning,3,3.357142857,3.142857143,14,f
behind,3,3.6,3.2,10,f
arms,2.428571429,3,2.714285714,14,neither
believe,3.071428571,3.714285714,3.428571429,14,f
around,2.466666667,3,2.8,15,neither
arrived,2.571428571,3.142857143,2.857142857,14,neither
bell,3.214285714,3.857142857,3.571428571,14,f
bells,3.214285714,3.857142857,3.571428571,14,f
ask,2.833333333,3.5,3.166666667,12,neither
asked,2.6,3.2,2.9,10,neither
asking,2.857142857,3.357142857,3.071428571,14,neither
asleep,2.5,3,2.75,12,neither
belong,3,3.470588235,3.235294118,17,f
berries,3.5,4.4,3.9,10,f
attention,2.307692308,3.153846154,2.769230769,13,neither
berry,3.4,4.066666667,3.733333333,15,f
australia,2.6,3.466666667,3.066666667,15,neither
Bessy,4.384615385,5,4.692307692,13,f
awake,2.642857143,3,2.857142857,14,neither
away,2.857142857,3.428571429,3.142857143,14,neither
birds,3.285714286,3.928571429,3.642857143,14,f
blanket,3.166666667,4,3.583333333,12,f
bless,3,3.928571429,3.5,14,f
bobbin,3.142857143,4.142857143,3.642857143,14,f
body,3.076923077,3.538461538,3.307692308,13,f
bonny,4.066666667,4.933333333,4.533333333,15,f
born,3.2,4,3.6,10,f
both,3,3,3,10,f
bright,3.285714286,4,3.642857143,14,f
bag,2.928571429,3.642857143,3.285714286,14,neither
baked,2.857142857,4,3.428571429,14,neither
brightly,3.416666667,4.416666667,3.916666667,12,f
bring,3.133333333,3.6,3.333333333,15,f
ball,2.1875,3.125,2.625,16,neither
balloon,2.666666667,3.533333333,3.133333333,15,neither
broom,3.642857143,4.357142857,4,14,f
brush,3.214285714,4.071428571,3.642857143,14,f
bubbles,3.538461538,4.076923077,3.846153846,13,f
bunny,3.857142857,4.285714286,4.071428571,14,f
buns,3.285714286,4.142857143,3.714285714,14,f
bar (candy),2.785714286,3.357142857,3.071428571,14,neither
butterflies,3.933333333,4.466666667,4.2,15,f
butterfly,4.142857143,4.642857143,4.357142857,14,f
button,3.3,3.9,3.6,10,f
buttons,3.375,3.875,3.625,16,f
bye,3.071428571,3.857142857,3.428571429,14,f
cake,3.7,4.5,4.1,10,f
Camilla,5,5,5,10,f
candle,3.384615385,4.153846154,3.769230769,13,f
care,3.583333333,4.416666667,4,12,f
batter,1.928571429,3.285714286,2.571428571,14,neither
cat,3.666666667,4.2,3.933333333,15,f
beach,2.923076923,3.538461538,3.230769231,13,neither
caterpillar,3.230769231,3.923076923,3.538461538,13,f
beans,2.466666667,3.2,2.8,15,neither
catnip,3.294117647,3.764705882,3.529411765,17,f
cats,3.571428571,4.5,4.071428571,14,f
Celeste,3.666666667,5,4.5,12,f
cereal,3,3.384615385,3.153846154,13,f
became,2.7975,3.3,3,10,neither
because,2.857142857,3.428571429,3.142857143,14,neither
become,2.642857143,3.428571429,3.071428571,14,neither
bed,2.692307692,3.153846154,2.923076923,13,neither
cheeks,3.117647059,3.705882353,3.411764706,17,f
cheer,3.466666667,4.2,3.8,15,f
bee,2.866666667,3.533333333,3.2,15,neither
cheered,3.416666667,4.083333333,3.75,12,f
been,2.75,3.375,3.0625,16,neither
bees,2.928571429,3.928571429,3.428571429,14,neither
beetle,2.285714286,3.071428571,2.714285714,14,neither
cherry,3.785714286,4.430357143,4.142857143,14,f
began,2.7,3.3,3,10,neither
begged,2.571428571,3.142857143,2.857142857,14,neither
begin,2.692307692,3.307692308,3,13,neither
chick,4.266666667,4.8,4.533333333,15,f
chicken,3,3.3,3.1,10,f
being,2.6,3.4,3,15,neither
chicks,4.384615385,4.923076923,4.692307692,13,f
childhood,3,3.642857143,3.285714286,14,f
children,3.1,4,3.5,10,f
belly,2.357142857,3.214285714,2.785714286,14,neither
chirped,3.357142857,4,3.642857143,14,f
below,2.714285714,3.142857143,2.928571429,14,neither
beluga,2.465,3.2,2.8,15,neither
chrysanthemum,4,4.714285714,4.357142857,14,f
bend,2.714285714,3.144642857,2.928571429,14,neither
bent,2.5,3.285714286,2.857142857,14,neither
Cinderella,5,5,5,13,f
circle,3.142857143,4,3.571428571,14,f
Clara,4.7,5,4.9,10,f
Claudette,4.2,5,4.7,10,f
clean,3.357142857,4.285714286,3.857142857,14,f
better,2.571428571,3.357142857,3,14,neither
between,2.714285714,3.285714286,3,14,neither
beyond,2.769230769,3.230769231,3,13,neither
bicycle,2.428571429,3.214285714,2.857142857,14,neither
clear,3,3.642857143,3.285714286,14,f
closed,3,3,3,13,f
closet,3.266666667,4.133333333,3.666666667,15,f
clouds,3,3.75,3.375,16,f
clover,3.333333333,4.333333333,3.833333333,12,f
bingo,2.538461538,3.538461538,3,13,neither
bird,2.833333333,3.75,3.333333333,12,neither
color,3.071428571,3.857142857,3.428571429,14,f
birthday,2.857142857,3.642857143,3.214285714,14,neither
bit,2.533333333,3.333333333,2.933333333,15,neither
colors,3.466666667,4,3.733333333,15,f
black,2.1,3,2.6,10,neither
blackberry,2.823529412,3.470588235,3.117647059,17,neither
comfortable,3.153846154,4.076923077,3.615384615,13,f
concertina,4.25,5,4.666666667,12,f
cooked,3.307692308,4.076923077,3.692307692,13,f
cookie,3.357142857,3.858928571,3.642857143,14,f
blew,2.857142857,3.428571429,3.142857143,14,neither
blind,2.428571429,3,2.785714286,14,neither
costumes,3.142857143,3.785714286,3.428571429,14,f
cottage,3.461538462,4.153846154,3.846153846,13,f
could,3,3.230769231,3.076923077,13,f
blueberry,2.933333333,3.8,3.333333333,15,neither
Bly,2.4,3.7025,3.1,10,neither
covers,3.285714286,3.928571429,3.571428571,14,f
boa,2.230769231,3.153846154,2.692307692,13,neither
cow,3.214285714,4,3.571428571,14,f
boat,2.4375,3.4375,2.9375,16,neither
cozy,3.333333333,4.066666667,3.733333333,15,f
cracked,3,3,3,13,f
crayon,3,3.333333333,3.133333333,15,f
boil (cooking),2.846153846,3.923076923,3.384615385,13,neither
cried,3.384615385,4.153846154,3.769230769,13,f
cry,3.7,4.3,4,10,f
book,2.8,3.4025,3.1,10,neither
books,2.692307692,3.153846154,2.923076923,13,neither
cuddle,4.214285714,4.785714286,4.5,14,f
curious,3.571428571,4.285714286,3.928571429,14,f
curl,3.411764706,3.882352941,3.647058824,17,f
curls (cuddle into),4.142857143,4.785714286,4.5,14,f
curls (like hair),3.857142857,4.571428571,4.214285714,14,f
bother,1.998214286,3.071428571,2.5,14,neither
cute,4.285714286,4.928571429,4.642857143,14,f
bottom,2.846153846,3.307692308,3.076923077,13,neither
daisies,4.066666667,4.733333333,4.4,15,f
bow (action),2.307692308,3.307692308,2.769230769,13,neither
bow (bend down),2.529411765,3.411764706,3,17,neither
bow (used to play violin),2.666666667,3.733333333,3.2,15,neither
bowed,2.615384615,3.230769231,2.923076923,13,neither
box,2.5,3.142857143,2.857142857,14,neither
dame,4.615384615,5,4.846153846,13,f
dance,3.416666667,4.416666667,3.916666667,12,f
brain,2.285714286,3,2.642857143,14,neither
danced,3.8,4.4,4.1,10,f
brakes,2.357142857,3.071428571,2.714285714,14,neither
branch,2.4,3.2,2.9,10,neither
dancer,4.076923077,4.692307692,4.384615385,13,f
brass,2,3.073214286,2.571428571,14,neither
brave,2.071428571,3,2.5,14,neither
bread,2.615384615,3,2.846153846,13,neither
dancing,3.357142857,4.285714286,3.857142857,14,f
breakfast,2.8125,3.4375,3.125,16,neither
breaks,2.230769231,3,2.615384615,13,neither
breath,2.733333333,3.4,3.066666667,15,neither
darling,4.285714286,4.857142857,4.571428571,14,f
bridge,2.5,3.3,2.9,10,neither
bridges,2.466666667,3.133333333,2.8,15,neither
dear,4.357142857,4.857142857,4.642857143,14,f
dearest,4.357142857,4.857142857,4.642857143,14,f
deer,3,4.214285714,3.642857143,14,f
broke,2.285714286,3,2.642857143,14,neither
broken,2.785714286,3.214285714,3,14,neither
delicious,3.416666667,4.25,3.833333333,12,f
delight,3.428571429,4.357142857,3.928571429,14,f
delighted,3.5,4.285714286,3.928571429,14,f
brought,2.733333333,3.266666667,3,15,neither
dessert,3.357142857,3.857142857,3.642857143,14,f
diamond,3.465,4.133333333,3.8,15,f
brushed,2.8,3.333333333,3.066666667,15,neither
diaper,3.307692308,3.923076923,3.615384615,13,f
dibble,3.076923077,3.769230769,3.384615385,13,f
disappeared,3,3.4,3.2,15,f
buggy,2.357142857,3.214285714,2.785714286,14,neither
bugs,2.5,3.214285714,2.857142857,14,neither
dish (plate),3.461538462,4.384615385,3.923076923,13,f
ditty,3.307692308,4,3.615384615,13,f
dolls,4.285714286,4.928571429,4.642857143,14,f
drapes,3.785714286,4.5,4.142857143,14,f
bumble,2.8,3.733333333,3.266666667,15,neither
bump,2.642857143,3.214285714,2.928571429,14,neither
bumpety,2.333333333,3.585416667,3,12,neither
drawing,3.214285714,3.857142857,3.5,14,f
dream,3.8,4.4,4.1,10,f
dreams,3.1875,4.25,3.6875,16,f
bunting,2.2,3.066666667,2.666666667,15,neither
dress,4.785714286,5,4.928571429,14,f
dressed,3.166666667,4.252083333,3.75,12,f
duchess,4.5,5,4.785714286,14,f
burst,2.5,3.071428571,2.785714286,14,neither
bus,2.4,3.2,2.8,10,neither
bush,2.785714286,3.642857143,3.214285714,14,neither
bushes,2.714285714,3.571428571,3.142857143,14,neither
duckling,3.285714286,3.785714286,3.5,14,f
dumplings,3.071428571,4,3.571428571,14,f
busy,2.8125,3.5,3.1875,16,neither
but,2.625,3.5,3.0625,16,neither
butt,2.588235294,3.235294118,2.941176471,17,neither
butter,2.833333333,3.416666667,3.083333333,12,neither
each,3,3.357142857,3.142857143,14,f
ear,3,3.8,3.3,10,f
early,3,3.5,3.2,10,f
ears,3,3,3,10,f
buy,2.538461538,3.384615385,3,13,neither
east,3,3.428571429,3.214285714,14,f
egg,3.4,4.333333333,3.866666667,15,f
cage,2.333333333,3.25,2.75,12,neither
eggs,3,3.666666667,3.333333333,15,f
California,2.571428571,3.571428571,3.142857143,14,neither
call,2.833333333,3.583333333,3.166666667,12,neither
called,2.857142857,3.285714286,3.071428571,14,neither
calling,2.733333333,3.266666667,3,15,neither
came,2.875,3.5625,3.1875,16,neither
camel,2.214285714,3.071428571,2.571428571,14,neither
elizabeth,4.7,5,4.9,10,f
Eloise,4.3,4.9,4.6,10,f
can (container),2.5625,3.1265625,2.875,16,neither
can (I can...),2.769230769,3,2.923076923,13,neither
Emily,4.7,5,4.9,10,f
cannot,2.733333333,3.133333333,2.933333333,15,neither
cans,2.6,3.266666667,2.933333333,15,neither
cap,2,3.1,2.6,10,neither
Emma,5,5,5,14,f
eve,4.133333333,4.733333333,4.466666667,15,f
cardboard,2.538461538,3,2.769230769,13,neither
even,3,3.230769231,3.076923077,13,f
evening,3,3.785714286,3.357142857,14,f
carried,2.928571429,3.857142857,3.357142857,14,neither
carrots,2.571428571,3.428571429,3,14,neither
carry,2.416666667,3.416666667,2.916666667,12,neither
ever,3,3,3,14,f
cart,2.857142857,3.642857143,3.214285714,14,neither
case,2.785714286,3.214285714,3,14,neither
cast,2.285714286,3.071428571,2.714285714,14,neither
everyone,3,3.230769231,3.076923077,13,f
everything,3,3,3,13,f
catch,2.307692308,3,2.615384615,13,neither
exclaimed,3,3.785714286,3.428571429,14,f
explained,3.2,3.733333333,3.466666667,15,f
eyes,3.083333333,3.916666667,3.5,12,f
caught,2.642857143,3,2.857142857,14,neither
cause,2.8,3.4,3.1,10,neither
fabulous,3.923076923,4.538461538,4.230769231,13,f
ceiling,2.533333333,3.2,2.866666667,15,neither
face,3.133333333,3.666666667,3.4,15,f
faces,3,3.428571429,3.214285714,14,f
faint,3.428571429,4.214285714,3.785714286,14,f
center,2.785714286,3.357142857,3.071428571,14,neither
cents,2.6,3,2.8,15,neither
fair,3.285714286,3.785714286,3.571428571,14,f
certainly,2.857142857,3.714285714,3.285714286,14,neither
fairy,4.214285714,4.857142857,4.571428571,14,f
chair,2.625,3.1875,2.875,16,neither
chairs,2.428571429,3,2.785714286,14,neither
chalk,2.571428571,3.142857143,2.857142857,14,neither
change,2.571428571,3.644642857,3.142857143,14,neither
charge (payment),2.571428571,3.571428571,3.071428571,14,neither
family,3.086956522,3.652173913,3.347826087,23,f
fancy,3.747916667,4.666666667,4.25,12,f
fantastic,3.285714286,4,3.642857143,14,f
chase,2,3,2.5,10,neither
check (make sure),2.6,3.4,3,15,neither
check (payment),2.5,3.142857143,2.857142857,14,neither
checked,2.153846154,3,2.615384615,13,neither
faraway,3,3.642857143,3.285714286,14,f
featherlegs,3.357142857,4.142857143,3.714285714,14,f
feathers,3.357142857,4.142857143,3.714285714,14,f
cheese,2.5,3.142857143,2.857142857,14,neither
feel,3.2,4.133333333,3.666666667,15,f
chest,1.857142857,3.142857143,2.5,14,neither
feeling,3.6,4.2,3.9,10,f
feelings,3.615384615,4.461538462,4,13,f
feels,3.714285714,4.285714286,4,14,f
few,3,3.214285714,3.071428571,14,f
child,2.923076923,4,3.461538462,13,neither
fine (as in good),3.075,3.694230769,3.384615385,13,f
fingers,3.0625,3.625,3.375,16,f
fish,3.071428571,3.571428571,3.285714286,14,f
flamingo,3.142857143,4.142857143,3.642857143,14,f
flew,3,3.716071429,3.357142857,14,f
chocolate,2.8,3.6,3.2,15,neither
choice,2.769230769,3.615384615,3.153846154,13,neither
flitter,3.928571429,4.642857143,4.285714286,14,f
choo,2.642857143,3.571428571,3.142857143,14,neither
choose,2.733333333,3.266666667,3,15,neither
chose,2.6,3.266666667,2.933333333,15,neither
chosen,2.25,3.416666667,2.833333333,12,neither
christmas,2.583333333,3.666666667,3.083333333,12,neither
floating,3,3.785714286,3.357142857,14,f
Florence,3.8,4.9,4.4,10,f
church,2.933333333,3.466666667,3.2,15,neither
flower,4.066666667,4.866666667,4.533333333,15,f
flowers,4.2,4.8,4.5,10,f
circus,2.615384615,3,2.846153846,13,neither
city,2.166666667,3.166666667,2.666666667,12,neither
fluffy,3.466666667,4.266666667,3.866666667,15,f
class (in school),2.8,3.8,3.3,10,neither
flute (instrument),3.714285714,4.428571429,4.071428571,14,f
claws,2.357142857,3.785714286,3.071428571,14,neither
follow,3.571428571,4.142857143,3.857142857,14,f
fond,3.769230769,4.384615385,4.076923077,13,f
clearing,2.571428571,3.216071429,2.928571429,14,neither
clerk,2.714285714,3.285714286,3,14,neither
clever,2.666666667,3.5,3.083333333,12,neither
four,3,3,3,13,f
fox,3,4,3.5,10,f
France,3.285714286,3.928571429,3.571428571,14,f
Francine,4.466666667,4.933333333,4.733333333,15,f
clock,2.285714286,3,2.642857143,14,neither
close,2.7,3.3,3,10,neither
French,3.214285714,3.928571429,3.571428571,14,f
closer,2.764705882,3.352941176,3.058823529,17,neither
fresh,4,4.642857143,4.285714286,14,f
clothes,2.733333333,3.666666667,3.266666667,15,neither
friendly,3.428571429,3.857142857,3.642857143,14,f
friends,3,3.6,3.2,10,f
frightened,3.214285714,3.857142857,3.5,14,f
fruit,3.714285714,4.428571429,4.071428571,14,f
coat (clothes),2.642857143,3.644642857,3.142857143,14,neither
fur,3.071428571,4.144642857,3.642857143,14,f
fuzzy,3.357142857,4.214285714,3.785714286,14,f
coffee,2.615384615,3,2.846153846,13,neither
gaily,3.266666667,3.8,3.533333333,15,f
colder,2.230769231,3.153846154,2.692307692,13,neither
garden,3.857142857,4.571428571,4.214285714,14,f
gardens,3.357142857,3.928571429,3.642857143,14,f
coloring,2.928571429,3.642857143,3.285714286,14,neither
gasped,3.230769231,4,3.615384615,13,f
gave,3,3.428571429,3.214285714,14,f
comb,2.785714286,3.5,3.142857143,14,neither
come,2.2,3.2,2.7,10,neither
comes,2.428571429,3,2.714285714,14,neither
gazed,3.333333333,4.166666667,3.75,12,f
coming,2.833333333,3.75,3.25,12,neither
company,2.352941176,3.058823529,2.705882353,17,neither
completely,2.666666667,3.133333333,2.933333333,15,neither
geese,3.071428571,3.785714286,3.428571429,14,f
gentle,3.733333333,4.466666667,4.133333333,15,f
congratulations,2.928571429,3.571428571,3.214285714,14,neither
getting,3,3.3,3.1,10,f
continued,2.769230769,3.230769231,3,13,neither
gift,3.142857143,3.785714286,3.428571429,14,f
giggled,3.692307692,4.461538462,4.076923077,13,f
corduroy,2.357142857,3.357142857,2.857142857,14,neither
girl,4.769230769,5,4.923076923,13,f
corn,2.375,3.1875,2.8125,16,neither
corner,2.2,3.1,2.7,10,neither
girls,5,5,5,14,f
gives,3.142857143,3.785714286,3.5,14,f
glad,3.142857143,3.642857143,3.357142857,14,f
glance,3.25,4.333333333,3.75,12,f
count,2.642857143,3.214285714,2.928571429,14,neither
counted,2.466666667,3.2,2.8,15,neither
glass,3.2,3.8,3.5,10,f
countryside,2.333333333,3.666666667,3,12,neither
course,2.428571429,3,2.714285714,14,neither
cousin,2.285714286,3.071428571,2.714285714,14,neither
covered,2.6,3.2,2.9,10,neither
Gloria,5,5,5,14,f
goldilicious,3.928571429,4.642857143,4.285714286,14,f
goodness,3.142857143,3.857142857,3.5,14,f
crack,2.466666667,3.2,2.866666667,15,neither
goodnight,3,3.714285714,3.357142857,14,f
crane,2.307692308,3.230769231,2.769230769,13,neither
crawled,2.5,3.142857143,2.857142857,14,neither
gorgeous,3.866666667,4.733333333,4.333333333,15,f
grace,3.933333333,4.8,4.4,15,f
cream,2.8,4,3.4,10,neither
creature,2.214285714,3.142857143,2.642857143,14,neither
gracefully,4,4.615384615,4.307692308,13,f
grade,3,3.384615385,3.153846154,13,f
crept,2.357142857,3.214285714,2.785714286,14,neither
cricket,2.571428571,3.142857143,2.857142857,14,neither
grandma,4.785714286,5,4.928571429,14,f
crisp,2.846153846,3.307692308,3.076923077,13,neither
grapes,3.071428571,3.571428571,3.285714286,14,f
cross (action),2.666666667,3.416666667,3,12,neither
cross (thing),2.428571429,3.142857143,2.785714286,14,neither
crossed,2.666666667,3.2,2.933333333,15,neither
crossly,2.916666667,3.916666667,3.416666667,12,neither
grassy,3.214285714,3.857142857,3.5,14,f
gum,3.076923077,3.538461538,3.307692308,13,f
crowded,2.571428571,3,2.857142857,14,neither
crown,2.4,3.533333333,2.933333333,15,neither
crumbs,2.846153846,3.307692308,3.076923077,13,neither
crumpled,2,3.076923077,2.538461538,13,neither
hair,3.071428571,3.928571429,3.5,14,f
happily,3.928571429,4.5,4.214285714,14,f
cub,2.357142857,3.357142857,2.857142857,14,neither
Harriet,4.133333333,4.866666667,4.533333333,15,f
cup,2.307692308,3.153846154,2.692307692,13,neither
cupboard,2.769230769,3.538461538,3.153846154,13,neither
heads,3,3.230769231,3.076923077,13,f
heart,3.8,4.6,4.2,10,f
heaven,3.142857143,3.928571429,3.5,14,f
held,3,3.833333333,3.416666667,12,f
curly,2.933333333,3.933333333,3.466666667,15,neither
custard,2.833333333,4.002083333,3.5,12,neither
customers,2.642857143,3,2.857142857,14,neither
Helen,4.4,4.9,4.7,10,f
hello,3,3.533333333,3.266666667,15,f
help,3.25,3.9375,3.5625,16,f
helped,3.285714286,3.928571429,3.571428571,14,f
helping (in a friendly way),3,3.771153846,3.384615385,13,f
hen,3.6,4.533333333,4.133333333,15,f
hens,4.058823529,4.823529412,4.470588235,17,f
her,5,5,5,14,f
heron,3.066666667,3.933333333,3.466666667,15,f
herself,5,5,5,13,f
hidden,3,3.571428571,3.285714286,14,f
hide,3,3.5,3.25,16,f
hill,3,3.6,3.3,10,f
home,3,3.571428571,3.285714286,14,f
dashed,2.153846154,3.384615385,2.769230769,13,neither
homework,3,3.461538462,3.153846154,13,f
honey,3.866666667,4.666666667,4.266666667,15,f
day,2.8,3.5,3.2,10,neither
days,2.8125,3.3125,3.0625,16,neither
hooray,3.071428571,4.071428571,3.571428571,14,f
deal,2.178571429,3.035714286,2.607142857,14,neither
hope,3.785714286,4.5,4.142857143,14,f
hoped,3.266666667,4.066666667,3.666666667,15,f
hospital,3.214285714,3.857142857,3.5,14,f
hour,3,3.2,3.066666667,15,f
declared,2.538461538,3.153846154,2.846153846,13,neither
deeds,2.384615385,3.230769231,2.769230769,13,neither
deep,2.625,3.4375,3,16,neither
hug,3.5,4.214285714,3.857142857,14,f
humming,3.384615385,4.153846154,3.769230769,13,f
hush,3.285714286,4,3.642857143,14,f
if,3,3,3,14,f
delivery,2.461538462,3.230769231,2.846153846,13,neither
ill,3,3.5,3.25,12,f
imagine,3.285714286,4,3.642857143,14,f
indoors,3.076923077,3.615384615,3.307692308,13,f
department,2.461538462,3.153846154,2.846153846,13,neither
introduced,3,3.357142857,3.142857143,14,f
desert,2.642857143,3.357142857,3,14,neither
Irene,4.7,5,4.9,10,f
its,3,3,3,14,f
jam,3,3.642857143,3.357142857,14,f
jealous,3.461538462,4.230769231,3.846153846,13,f
Jenny,5,5,5,10,f
did,2.583333333,3,2.833333333,12,neither
die (cease to live),2.642857143,3,2.857142857,14,neither
different,2.583333333,3,2.833333333,12,neither
difficult,2.285714286,3,2.642857143,14,neither
Jill,4.538461538,5,4.846153846,13,f
Judy,4.785714286,5,4.928571429,14,f
juice,3,3.714285714,3.357142857,14,f
just,3,3,3,13,f
dinner,2.8,3.733333333,3.266666667,15,neither
Katie,5,5,5,13,f
Katy,4.7,5,4.9,10,f
direction,2.588235294,3.117647059,2.882352941,17,neither
keep,3,3.461538462,3.230769231,13,f
kept,3,3.8,3.4,15,f
discouraged,2.497916667,3.416666667,2.916666667,12,neither
kettle,3,4,3.5,14,f
kid,3.066666667,3.733333333,3.4,15,f
distance,2.571428571,3,2.785714286,14,neither
kids,3.4,4.4,3.9,10,f
ditch,2.533333333,3.133333333,2.866666667,15,neither
kind,3.428571429,4,3.714285714,14,f
do,2.531666667,3.133333333,2.8,15,neither
kindergarten,3.071428571,3.714285714,3.357142857,14,f
does,2.785714286,3,2.928571429,14,neither
kindly,3.692307692,4.538461538,4.153846154,13,f
kinds,3.058823529,3.411764706,3.235294118,17,f
doing,2.769230769,3,2.923076923,13,neither
dollar,2.307692308,3.384615385,2.846153846,13,neither
kiss,3.4,4.4,3.9,10,f
done,2.571428571,3,2.785714286,14,neither
kissed,3.7,4.5,4.1,10,f
kisses,3.8,4.5025,4.2,10,f
doors,2.642857143,3,2.857142857,14,neither
kitchen,3.7,4.6,4.2,10,f
double,2.785714286,3.357142857,3.071428571,14,neither
doughnuts,2.416666667,3.083333333,2.75,12,neither
down,2.416666667,3.166666667,2.833333333,12,neither
downstairs,2.4375,3.125,2.8125,16,neither
dozen,2.769230769,3,2.923076923,13,neither
dozing,2.294117647,3,2.647058824,17,neither
kits,3,3.833333333,3.416666667,12,f
dragged,2.8,3.333333333,3.066666667,15,neither
kitten,3.833333333,4.75,4.333333333,12,f
kittens,3.714285714,4.428571429,4.071428571,14,f
kitty,4.142857143,4.785714286,4.5,14,f
knit,3.846153846,4.692307692,4.307692308,13,f
dreadful,2.466666667,3.266666667,2.933333333,15,neither
ladies,5,5,5,13,f
lady,4.7,5,4.9,10,f
dreary,2.538461538,3.153846154,2.846153846,13,neither
ladybug,4.4,4.866666667,4.666666667,15,f
lakes,3.071428571,3.5,3.285714286,14,f
drew,2.692307692,3.461538462,3.076923077,13,neither
lamb,3.071428571,3.857142857,3.428571429,14,f
last,3,3,3,10,f
Laura,5,5,5,10,f
learning,3,3.692307692,3.307692308,13,f
drop,2.714285714,3.571428571,3.142857143,14,neither
least,3,3.428571429,3.142857143,14,f
legs,3.357142857,3.928571429,3.642857143,14,f
let,3.285714286,3.785714286,3.571428571,14,f
library,3,3.615384615,3.307692308,13,f
duck,2.333333333,3,2.666666667,15,neither
licks,3.066666667,3.533333333,3.266666667,15,f
ducky,2.923076923,3.538461538,3.230769231,13,neither
life,3.1,3.7,3.4,10,f
lights,3.071428571,3.5,3.285714286,14,f
dumb,2.666666667,3,2.866666667,15,neither
like,3.142857143,3.642857143,3.357142857,14,f
dumped,2.666666667,3.333333333,3,12,neither
liked,3,3.642857143,3.285714286,14,f
likes,3.2,3.866666667,3.533333333,15,f
during,2.666666667,3.266666667,3,15,neither
dust,2.307692308,3,2.692307692,13,neither
dusty,2.214285714,3.142857143,2.714285714,14,neither
Lilly,5,5,5,10,f
